comuMerged,development / aka,units,type,agent,agent address,website,source,zip,combinedPhone
1207,Highland Park Housing Authority,,,Highland Park Housing Authority,"242 S 6th Av, Highland Park 08904",Highland Park Housing Authority,PHA,8904.0,(732) 572-4420
1207,137-39 Raritan Av,1.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512","Community Grants, Planning & Housing | Good People. Great Results. (cgph.net)",MtL,8904.0,(609) 664-2769
1207,AHEPA Higland Park Apts / Highland Park Senior Apts,57.0,age,Conifer Realty,"20000 Horizon Way, ste 180, Mount Laurel 08054",AHEPA-Highland Apartments - Conifer Realty LLC (coniferllc.com),HMFA,8904.0,(732) 572-0700
1207,Crossings at Highlands Park,5.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8902.0,(609) 664-2769
1207,"Frederick, the",6.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8904.0,(609) 664-2769
1207,Heritage at Highland Park,6.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Heritage at Highland Park | Piazza & Associates Inc. (piazzanj.com),MtL,8904.0,(609) 786-1100
1207,Highland Park housing rehab,28.0,family,Highland Park Borough,"221 S 5th Av, Highland Park 08904",www.hpboro.com,MtL,8904.0,(732) 572-3400
1207,Higland Cliffs,2.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Highland Cliffs | Piazza & Associates Inc. (piazzanj.com),MtL,8094.0,(609) 786-1100
1207,Merriewold Apts,30.0,family,Kaplan Properties,"433 River Rd, Highland Park 08904",Highland Park Apartments For Rent | Merriewold Luxury Apartments (merriewoldhp.com),MtL,8904.0,(732) 253-8575
1207,Middlesex County ARC group homes 1 & 2,9.0,special,Middlesex County ARC,"219 Black Horse Ln, ste 1, North Brunswick 08902",The Arc Middlesex County - The Arc,MtL,8904.0,(732) 821-1199
1207,Park Terrace Family Apts,24.0,family,Highland Park Housing Authority,"242 S 6th Av, Highland Park 08904",Highland Park Housing Authority,PHA,8904.0,(732) 572-4420
1207,Samuel J Kronman Senior Apts,100.0,age,Highland Park Housing Authority,"242 S 6th Av, Highland Park 08904",Highland Park Housing Authority,PHA,8904.0,(732) 572-4420
1207,Veterans housing complex,11.0,special,Highland Park Reformed Church,"19-21 S 2nd Av, Highland Park 08904",,MtL,8904.0,(732) 249-7345
1208,Barclay Village,40.0,age,Lower County Property Mgt,"439 Chruch Rd, Sicklerville 08081","Barclay Village Apartments - Jamesburg, NJ | Apartments.com",USDA,8831.0,(732) 521-5003
1208,Cherry Court,12.0,family,Lower County Property Mgt,"439 Chruch Rd, Sicklerville 08081","Cherry Court | Jamesburg, NJ Low Income Apartments (affordablehousingonline.com)",USDA,8831.0,(732) 521-5003
1208,Jamesburg housing rehab,1.0,,Jamesburg Borough,"131 Perrinveville Rd, Jamesburg 08831",Welcome to Jamesburg (jamesburgborough.org),MtL,8831.0,(732) 521-2222
1208,Jamesburg residential health care / SERVE Center hsg,9.0,special,SERV Behavioral Health Systems Inc,"20 Scotch Rd, Ewing 08628",Home (servbhs.net),HMFA,8831.0,(732) 522-5815
1209,Old Bridge Housing Authority,,,Old Bridge Housing Authority,"2000 Rte 18 North, suite 100, Old Bridge 08857",Old Bridge House Authority (oldbridgehousing.com),PHA,8857.0,(732) 607-6383
1209,Avalon at Old Bridge,38.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8857.0,(609) 664-2769
1209,Birchwood Senior Apts at Old Bridge / Costanza Rescare,88.0,age,Lutheran Social Ministries,"3 Manhattan Dr, Burlington 08016",NJ Affordable Senior Housing Communities | Lutheran Social Ministries of New Jersey (lsmnj.org),tax credit,8857.0,(732) 416-1400
1209,Carriage Pointe,18.0,age,Raia Property Mgt,"500 N Franklin Tpke, Ramsey 07446",RAIA Capital Management | Luxury Apartment Rentals Ramsey NJ,tax credit,8867.0,(201) 818-9900
1209,Cerebral Palsy of Middlesex County group home,4.0,special,Cerebral Palsy-Middlesex County,"10 Oak Dr, Roosevelt Park, Edision, 08837",,MtL,,(732) 549-6187
1209,Chuck Costello independent living,60.0,special,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Chuck Costello Complex (pennrose.com),HMFA,8857.0,(732) 812-3602
1209,Community Options  group home,3.0,special,Community Options Inc,"16 Farber Rd, Princeton 08540","Community Options, Inc. (comop.org)",HUD,8859.0,(609) 951-9900
1209,Developmental Disabilities  of NJ group home,4.0,special,Developmental Disabilities Association of NJ Inc ,"40 Woodbridge Av, Sewaren 07077",,MtL,7747.0,(732) 636-6710
1209,Future Old Bridge rentals,478.0,,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,,(609) 664-2769
1209,Geick Park Residency,5.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7747.0,(609) 664-2769
1209,Heritage Woods,38.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,8857.0,(609) 664-2769
1209,High Pointe Station ,4.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7747.0,(609) 664-2769
1209,Maher Manor Apts / Old Bridge Senior,99.0,age,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Maher Manor (pennrose.com),HMFA,8857.0,(732) 203-5196
1209,Middlesex County ARC group home,3.0,special,Middlesex County ARC,"219 Black Horse Ln, ste 1, North Brunswick 08902",The Arc Middlesex County - The Arc,MtL,,(732) 821-1199
1209,Oakwood Park ,38.0,,Old Bridge Township,"1 Old Bridge Plaza, Old Bridge 08857",Old Bridge Township | Home,MtL,8857.0,(732) 721-5600
1209,Old Bridge housing rehab,61.0,,Old Bridge Township,"1 Old Bridge Plaza, Old Bridge 08857",Old Bridge Township | Home,MtL,8857.0,(732) 721-5600
1209,Old Bridge Rotary Senior Housing,204.0,age,Community Realty Mgt,"36 S Main St, Pleasantville 08232","Old Bridge Rotary Senior Citizens | Old Bridge, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,8857.0,(732) 679-9070
1209,Rest Care of NJ specialneeds housing,5.0,special,Old Bridge Township,"1 Old Bridge Plaza, Old Bridge 08857",Old Bridge Township | Home,MtL,8857.0,(732) 721-5600
1209,Woodhaven Commons,75.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Woodhaven Commons | Piazza & Associates Inc. (piazzanj.com),MtL,8857.0,(609) 786-1100
1209,Yardley Manor,4.0,family,"Community Grants, Planning & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7747.0,(609) 664-2769
1210,22 Center St,22.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",22 Center Street | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,495 Main St,1.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",459 Main St. | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,756 Middlesex Av,2.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",756 Middlesex Avenue | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Berringer House / Metuchen shared living,6.0,special,Metuchen Senior Citizen Housing,"112 Central Av, Metuchen 08840",,MtL,8840.0,(732) 632-8524
1210,Central Square Park,7.0,family,,,,MtL,8840.0,nan nan
1210,Downtown Metro,3.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Downtown Metro | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Franklin Square,15.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Franklin Square | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Grammercy Square,2.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Grammercy Square | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Greenway Village,7.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Greenway Village | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Homestead at Metuchen,15.0,family,,,,MtL,8840.0,(609) 786-1100
1210,Hub at Metuchen,12.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The Hub at Metuchen | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Metuchen housing rehab,2.0,,Metuchen Borough,"500 Main St, Metuchen 08840",Metuchen - The Domain Name Metuchen.org is Available for Offers and Purchase for Your Next Campaign or Project.,MtL,8840.0,(732) 632-8540
1210,Metuchen Oaks,1.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Metuchen Oaks | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Metuchen scattered sites,9.0,,Metuchen Borough,"500 Main St, Metuchen 08840",Metuchen - The Domain Name Metuchen.org is Available for Offers and Purchase for Your Next Campaign or Project.,MtL,8840.0,(732) 632-8540
1210,Metuchen Senior Apts / assisted living,122.0,age,FNP Property Mgt,"719 Saint James Pl, East Windsor 08520",,HMFA,8840.0,(732) 494-6700
1210,Metuchen shared living reisdence / Beringer House,6.0,special,,,,MtL,8840.0,(732) 632-8524
1210,Metuchen Square,1.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Metuchen Square | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Suburban Square,5.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Suburban Square | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1210,Woodmont Metro,41.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Woodmont Metro | Piazza & Associates Inc. (piazzanj.com),MtL,8840.0,(609) 786-1100
1211,Community Residence Inc group home,5.0,special,Community Residence Inc,,,MtL,8831.0,(732) 356-8725
1211,Keystone community living 1 & 2,10.0,special,Keystone Community Living Inc,"154 Front St, South Plainfield 07080",,MtL,8831.0,(732) 469-9676
1211,Watchung Terrace at Middlesex / Middlesex Senior Apts,85.0,age,Springpoint Senior Living / Presbyterian Homes & Services,"4814 Outlook Dr, ste 201, Wall 07753",Senior Living Communities in NJ & DE | Springpoint Senior Living (springpointsl.org),MtL,8831.0,(732) 356-0681
1213,Courts at Monroe,26.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Courts at Monroe | Piazza & Associates Inc. (piazzanj.com),MtL,8831.0,(609) 786-1100
1213,Eagle View,48.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Eagle View | Piazza & Associates Inc. (piazzanj.com),MtL,8831.0,(609) 786-1100
1213,Lofts at Monroe Place,30.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Lofts at Monroe Place | Piazza & Associates Inc. (piazzanj.com),MtL,8831.0,(609) 786-1100
1213,Middlesex County ARC group homes 1-3,11.0,special,Middlesex County ARC,"219 Black Horse Ln, ste 1, North Brunswick 08902",,MtL,8831.0,(732) 821-1199
1213,Monroe housing rehab,40.0,,Monroe Township,"1 Municipal Plz, Monroe 08831",Departments (monroetwp.com),MtL,8831.0,(732) 521-4400
1213,Monroe Manor resales,78.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",,MtL,8831.0,(609) 786-1100
1213,New Beginnings,5.0,special,Middlesex County ARC,"219 Black Horse Ln, North Brunswick 08902",Opportunities for People with Developmental Disabilities | The Arc Middlesex (arc-middlesex.org),HUD,8831.0,(732) 247-8155
1213,Stratford Meadows ,38.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Stratford Meadows | Piazza & Associates Inc. (piazzanj.com),MtL,8831.0,(609) 786-1100
1213,Stratford Terrace,45.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Stratford Terrace | Piazza & Associates Inc. (piazzanj.com),MtL,8831.0,(609) 786-1100
1213,Tall Oaks,25.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Tall Oaks | Piazza & Associates Inc. (piazzanj.com),MtL,8831.0,(609) 786-1100
1213,Village at Stratford,61.0,age,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The Village at Stratford | Piazza & Associates Inc. (piazzanj.com),MtL,8831.0,(609) 786-1100
1214,New Brunswick Housing Authority,,,New Brunswick Housing Authority,"7 Van Dyke Av, New Brunswick 08091",NBHA : Housing Programs : Public Housing (newbrunswickhousing.org),PHA,8901.0,(732) 745-5157
1214,302-4 Townsend St ,4.0,family,Puerto Rican Action Board Inc ,"90 Jersey Av, New Brunswick 08901",,MtL,8091.0,(732) 828-4510
1214,55 Harvey at Providence,53.0,age,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",55 Harvey at Providence (pennrose.com),MtL,8091.0,(732) 387-6548
1214,Baldwin & Jones ,3.0,family,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,Camner Square ,19.0,family,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,Comstack Court,19.0,family,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,Delavan Court,44.0,family,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,Fulton Garden Apts / Fulton Sq,57.0,family,,,,MtL,8091.0,(732) 545-0095
1214,George St Apts,21.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",The George | Piazza & Associates Inc. (piazzanj.com),MtL,8091.0,(609) 786-1100
1214,Hampton Club condominums,41.0,family,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,Hoffman Pavillion / S B Hoffman,60.0,age,New Brunswick Housing Authority,"7 Van Dyke Av, New Brunswick 08091",NBHA : Housing Programs : Public Housing (newbrunswickhousing.org),PHA,8901.0,(732) 745-5157
1214,Hope Manor,68.0,family,New Brunswick Housing Authority,"7 Van Dyke Av, New Brunswick 08091",NBHA : Housing Programs : Public Housing (newbrunswickhousing.org),PHA,8901.0,(732) 745-5157
1214,John P Fricano Towers / F Schatzman Apts,214.0,age,Region 9 Housing Corp,"88 Huntington St, New Brunswick 08901",John P. Fricano Towers | Region Nine Housing Corporation (rnhousing.org),HMFA,8901.0,(732) 246-7681
1214,Jones - Baldwin ,3.0,family,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,Lambert Homes,31.0,family,BOGI Apts LLC,"951 Park Av, Plainfield  07060",,HUD,8901.0,(908) 672-2045
1214,Livingston Manor Senior Apts,50.0,age,Pennrose Management,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Livingston Manor (pennrose.com),tax credit,8901.0,(732) 387-6528
1214,Lord Stirling School Senior Apts,48.0,age,New Brunswick Housing Authority,"7 Van Dyke Av, New Brunswick 08091",NBHA : Housing Programs : Public Housing (newbrunswickhousing.org),PHA,8901.0,(732) 745-5157
1214,Mt Zion Leewood Homes,14.0,,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,New Brunswick Apts,206.0,family,Silver St Development Corp,"33 Silver St, ste 300, Portland ME 04101",New Brunswick Apartments - Silver Street Development Corporation (silver-street.net),HMFA,8901.0,(732) 745-9200
1214,New Brunswick Hope 6 homeownership,24.0,family,New Brunswick Housing Authority,"7 Van Dyke Av, New Brunswick 08091",NBHA : Housing Programs : Public Housing (newbrunswickhousing.org),PHA,8901.0,(732) 745-5157
1214,New Brunswick housing rehab,431.0,,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,New Street Apts,14.0,family,,,,MtL,8091.0,nan nan
1214,Ozanman Family Shelter,26.0,special needs,"Catholic Charities, Metuchen Diocese","319 Maple St, Perth Amboy, 08861","Ozanam Family Shelter - Catholic Charities, Diocese of Metuchen - Perth Amboy, NJ (ccdom.org)",HMFA,8901.0,(732) 729-0850
1214,Premier Residences,207.0,family,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Premiere Residences (pennrose.com),MtL,8901.0,(732) 384-1043
1214,Project Secure Start transitional housing,3.0,special needs,Greater NB Day Care Council,"120 Livingston Av, PO Box 1167, New Brunswick 08903",,HMFA,8903.0,(732) 249-5566
1214,Providence Sq 1 Senior Apts,97.0,age,Pennrose Management,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Providence Square (pennrose.com),tax credit,8901.0,(732) 387-6293
1214,Providence Sq 2,53.0,age,Pennrose Management,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Providence Square (pennrose.com),tax credit,8901.0,(732) 387-6293
1214,Remsen Baldwin Homes,30.0,family,New Brunswick Planning & Development,"25 Kirkpatrick St, New Brunswick 08901",The City Of New Brunswick,MtL,8091.0,(732) 745-5050
1214,Riverside Complex,76.0,family,New Brunswick Housing Authority,"7 Van Dyke Av, New Brunswick 08091",NBHA : Housing Programs : Public Housing (newbrunswickhousing.org),PHA,8901.0,(732) 745-5157
1214,Riverside Towers Apts,76.0,family,,,"New Brunswick, NJ Studio, 1, 2 & 3 Bedroom Apartments near Rutgers (morgan-properties.com)",tax credit,8901.0,(732) 374-3974
